,Unnamed: 0,iso3,admin_name,GID_1,population,latitude,longitude,geometry,area,pop_density,capital,demand,ev_center_id,build?
37,37,KEN,Wajir,KEN.46_1,208198,2.2937,39.4879,"POLYGON ((40.02178192 1.7998904, 40.02439499 1.79228354, 40.01051712 1.78251541, 39.935009 1.8428154, 39.86126328 1.72957444, 39.85350418 1.73510981, 39.80612946 1.88502216, 39.83059692 1.89331937, 39.82165909 1.89835238, 39.81560135 1.93052757, 39.75349808 1.98781455, 39.73500443 2.04411173, 39.67670059 2.15222168, 39.65377808 2.18306208, 39.6475296 2.17068172, 39.61657715 2.18590283, 39.49800873 2.26626778, 39.46585846 2.26462007, 39.43230438 2.28191638, 39.40724182 2.27156043, 39.36649704 2.25374794, 39.34887314 2.19985867, 39.29422379 2.15903878, 39.28901291 2.14228559, 39.05446625 2.05566311, 38.98688507 2.04851675, 38.98469162 2.07055545, 38.95549774 2.10571551, 38.93697357 2.15964413, 38.9376297 2.21433926, 38.92572021 2.28192139, 38.93572998 2.31469727, 38.93127441 2.34537172, 38.98306656 2.31688666, 39.01611328 2.28552389, 39.06628418 2.29528809, 39.09667969 2.33612061, 39.1276474 2.42132592, 39.1479454 2.45407653, 39.15350342 2.52990723, 39.16534042 2.5739007, 39.18399811 2.59868789, 39.2620163 2.5423522, 39.46362686 2.54927778, 39.48315811 2.6018014, 39.55920792 2.59630299, 39.58428574 2.61031985, 39.59228516 2.57468247, 39.64892578 2.59732652, 39.67871094 2.61392808, 39.67261505 2.65787864, 39.76256943 2.62989211, 39.82965469 2.57674479, 39.81707764 2.47308779, 39.82147217 2.41052246, 39.83209229 2.34130859, 39.87057114 2.19657016, 39.86730957 2.13171387, 39.88348389 2.00170898, 39.94069672 1.92907596, 39.99460983 1.87678754, 39.99029541 1.85491943, 40.02178192 1.7998904))",0.385456721490403,43,admin,4160.0,EV_Service_Center 38,No
38,38,KEN,Kericho,KEN.12_1,180229,-0.1659,35.5127,"POLYGON ((35.48337936 -0.27003932, 35.41390228 -0.29693642, 35.4426918 -0.34432983, 35.42072296 -0.36478275, 35.39096451 -0.37445956, 35.34631348 -0.37143824, 35.32655334 -0.34382981, 35.33968735 -0.34091637, 35.33037949 -0.32317331, 35.41573715 -0.25047526, 35.36536789 -0.26301274, 35.36179352 -0.25481087, 35.32116699 -0.24172069, 35.34625626 -0.22854517, 35.36412048 -0.23884936, 35.3886528 -0.22171491, 35.40123749 -0.23040266, 35.42990112 -0.20859367, 35.45918655 -0.20089655, 35.46227264 -0.20945948, 35.47457886 -0.20491235, 35.47465515 -0.19434761, 35.4858017 -0.18508035, 35.50746155 -0.17885272, 35.5127182 -0.18411866, 35.51389313 -0.13726835, 35.52880859 -0.13804823, 35.52202988 -0.11907979, 35.51178741 -0.11941717, 35.50992203 -0.09789672000000001, 35.49250793 -0.06936342, 35.47414017 -0.09471729, 35.45729828 -0.0828796, 35.45513153 -0.07161611, 35.4240799 -0.07200636000000001, 35.40444946 -0.01715973, 35.41356277 0.009276019999999999, 35.43819427 0.02398614, 35.43493652 0.03120812, 35.46639252 0.03189289, 35.47127533 0.02415935, 35.4577713 0.01458227, 35.48026276 0.01996932, 35.51388168 0.01271747, 35.5229187 0.01992635, 35.54314041 -0.00226192, 35.58385086 -0.00128361, 35.61134338 -0.0263683, 35.633255 -0.02972967, 35.64124298 -0.05440923, 35.61524582 -0.0783262, 35.62314606 -0.09724291, 35.61207962 -0.1127332, 35.59885025 -0.11649276, 35.60087204 -0.13907383, 35.61122513 -0.15311265, 35.64087296 -0.14421347, 35.65410233 -0.15875198, 35.67037582 -0.15768121, 35.66606903 -0.17923914, 35.6750412 -0.18304627, 35.65607452 -0.20115396, 35.65016174 -0.26050687, 35.63145828 -0.27092892, 35.63114929 -0.2824693, 35.61979675 -0.28882244, 35.60464859 -0.28829202, 35.59436035 -0.27142859, 35.58101273 -0.30309922, 35.56928253 -0.2982927, 35.57228088 -0.27721068, 35.52906799 -0.25446305, 35.52550125 -0.26464713, 35.48337936 -0.27003932))",0.0615442207564047,237,admin,3607.0,EV_Service_Center 39,No
39,39,KEN,Kisumu,KEN.17_1,217193,-0.1112,34.7413,"POLYGON ((34.76721191 -0.12003388, 34.76498795 -0.13528042, 34.6676445 -0.18534584, 34.73819733 -0.08384157, 34.72159195 -0.0802913, 34.7229805 -0.06967676, 34.75113678 -0.07679759999999999, 34.74970627 -0.05463468, 34.76591492 -0.04181822, 34.78316879 -0.0565676, 34.78546524 -0.08619084, 34.77474976 -0.10334234, 34.78627014 -0.10914756, 34.76721191 -0.12003388))",0.0058649281421167,3008,admin,4336.0,EV_Service_Center 40,No
40,40,KEN,Marsabit,KEN.25_1,82503,2.3008,37.3609,"POLYGON ((37.55712891 1.39935493, 37.4755249 1.54931641, 37.3588829 1.7296344, 37.30529785 1.75170898, 37.27392578 1.86968994, 37.23431396 1.87188721, 37.17150879 1.92730713, 37.16131592 1.96429443, 37.12231445 1.96728516, 37.07533646 1.98250997, 37.01147461 1.98449707, 36.99768066 1.99969482, 36.94750977 2.0269165, 36.91748047 2.01867676, 36.91885757 2.10135722, 36.91192627 2.10491943, 36.91379547 2.12638617, 36.89490128 2.19270778, 36.86461258 2.25445223, 36.84472656 2.27490234, 36.75970459 2.51550293, 36.71551514 2.50830078, 36.70022202 2.51262927, 36.69873047 2.45428467, 36.68551636 2.45779943, 36.65692139 2.41931152, 36.64447021 2.41748047, 36.63952637 2.39367676, 36.64003372 2.40968943, 36.63563538 2.40452242, 36.62431335 2.41463089, 36.61968994 2.39910889, 36.60827637 2.39568996, 36.59296417 2.41730452, 36.56039429 2.40057969, 36.54024124 2.40972805, 36.52439117 2.45099306, 36.53018951 2.5264039, 36.51489258 2.56048584, 36.49353027 2.57611084, 36.47290039 2.60931396, 36.45349121 2.61291504, 36.43829346 2.63409424, 36.43385696 2.68304467, 36.44726181 2.70948315, 36.42928696 2.72304392, 36.41872025 2.76751065, 36.38071823 2.84309387, 36.36085129 2.86522222, 36.28274918 2.89640427, 36.26908493 2.91480064, 36.25482559 2.97044373, 36.24768066 2.95068359, 36.19268799 2.96911621, 36.13409424 2.96850586, 36.13744354 2.98429179, 36.13001633 2.97917652, 36.12392044 2.98491073, 36.14068604 3.03649902, 36.14093018 3.07250977, 36.15270996 3.08648682, 36.1494751 3.13470459, 36.13848877 3.15148926, 36.15167236 3.21472168, 36.144104 3.22271729, 36.13787842 3.2086792, 36.05212402 3.23852539, 36.05134201 3.34387207, 36.25787354 3.34490967, 37.79711914 2.64227295, 37.78552246 2.42248535, 37.78131104 2.42590332, 37.75732422 2.12689209, 37.89129639 2.11029053, 38.03692627 2.10308838, 38.18511963 2.16009521, 38.14428711 2.30352783, 38.16131592 2.29907227, 38.19628906 2.31072998, 38.27648926 2.25891113, 38.30627441 2.25292969, 38.33392334 2.23248291, 38.34851074 2.19012451, 38.37609863 2.18347168, 38.38848877 2.16790771, 38.40911865 2.16271973, 38.41931152 2.14031982, 38.43231201 2.13153076, 38.42767334 2.10809326, 38.44429016 2.05351257, 38.46490479 2.03570557, 38.54852295 2.00048828, 38.5994873 1.95330811, 38.62792969 1.91052246, 38.62727356 1.90233266, 38.38470459 1.76190186, 38.3414917 1.57867432, 37.94642639 1.26359546, 37.95150757 1.38748729, 37.85351562 1.45928955, 37.84278488 1.42938697, 37.68521118 1.40299463, 37.67692947 1.40727973, 37.65871811 1.39890432, 37.6540451 1.40484512, 37.61119461 1.37893975, 37.59892273 1.39520359, 37.58830643 1.37202513, 37.58229446 1.3690815, 37.57778931 1.3837117, 37.55712891 1.39935493))",1.955176975940547,3,admin,1647.0,EV_Service_Center 41,Yes
41,41,KEN,Kakamega,KEN.11_1,266806,0.4553,34.833,"POLYGON ((34.77407837 0.36660224, 34.75444412 0.39408505, 34.72364807 0.39803007, 34.70991516 0.42002776, 34.74827576 0.46869546, 34.73978806 0.48412952, 34.74923706 0.48998347, 34.75352478 0.51236898, 34.78038788 0.53310633, 34.79260635 0.52851236, 34.80617523 0.55112165, 34.80666733 0.56963593, 34.82016754 0.58050954, 34.85309982 0.58542806, 34.87633133 0.59400362, 34.8731575 0.6004982, 34.88672638 0.60860121, 34.89562988 0.60728085, 34.8520813 0.55180669, 34.90647888 0.5103564900000001, 34.90838242 0.49586552, 34.94690323 0.4404003, 34.95658875 0.42000833, 34.94986725 0.36156666, 34.93843842 0.39390582, 34.92596436 0.40436903, 34.90821457 0.40233698, 34.89395905 0.38552353, 34.88176727 0.38704836, 34.87390137 0.38091537, 34.87540817 0.37058699, 34.85333633 0.37408167, 34.81666946 0.34218335, 34.79587555 0.3400431, 34.77407837 0.36660224))",0.0337852859870587,641,admin,5326.0,EV_Service_Center 42,No
42,42,KEN,Garissa,KEN.7_1,279435,-0.4361,39.7715,"POLYGON ((39.82891464 -0.2917161, 39.8651886 -0.36240327, 39.89115524 -0.51396608, 39.87132645 -0.52173573, 39.81332397 -0.58653879, 39.75802994 -0.54729331, 39.72631836 -0.54492187, 39.72285843 -0.52556467, 39.69268799 -0.49310303, 39.6325264 -0.49226549, 39.63671875 -0.45928955, 39.62731934 -0.44952393, 39.62628174 -0.37927246, 39.68432617 -0.37390137, 39.70708847 -0.38030866, 39.81359863 -0.2629461, 39.82891464 -0.2917161))",0.0484519342321511,468,admin,5587.0,EV_Service_Center 43,Yes
43,43,KEN,Bomet,KEN.2_1,259966,-0.7527,35.1375,"POLYGON ((35.01272202 -0.88390034, 35.01792908 -0.86704594, 35.02537918 -0.86878937, 35.02189636 -0.84254587, 35.04436493 -0.84850454, 35.09130478 -0.79685903, 35.04770279 -0.702124, 35.07238007 -0.68711972, 35.05482483 -0.6506657, 35.06947708 -0.59505528, 35.08404541 -0.59401, 35.08684158 -0.6032306, 35.07975388 -0.64654219, 35.09288788 -0.65301323, 35.11478424 -0.64881128, 35.1216011 -0.65808034, 35.17843628 -0.65135455, 35.22857285 -0.60948694, 35.2376442 -0.61403847, 35.24030685 -0.62567061, 35.22451782 -0.6336334300000001, 35.246521 -0.63808441, 35.26401901 -0.66133147, 35.25860214 -0.67787099, 35.24343872 -0.68941492, 35.24338913 -0.74231166, 35.21917725 -0.75871289, 35.22672272 -0.76598215, 35.21854019 -0.80539513, 35.19919586 -0.78375632, 35.17911911 -0.79120815, 35.17283249 -0.78462964, 35.16904831 -0.81469446, 35.17532349 -0.81685036, 35.16863632 -0.83219433, 35.13700867 -0.83476907, 35.14636612 -0.8564025199999999, 35.12998962 -0.89675134, 35.13795853 -0.90718085, 35.13325882 -0.9200089, 35.11642456 -0.92857367, 35.08264923 -0.90051085, 35.01272202 -0.88390034))",0.0390914247286162,540,admin,5201.0,EV_Service_Center 44,No
44,44,KEN,Wajir,KEN.46_1,354632,0.9887,40.3575,"POLYGON ((40.99222565 0.61324561, 40.98868942 0.46207079, 40.92010498 0.42614487, 40.85809326 0.37591553, 40.77130508 0.3532286, 40.73666763 0.32617843, 40.71714401 0.3206234, 40.68127441 0.25708008, 40.64910889 0.23272705, 40.61151123 0.2321167, 40.58551025 0.215271, 40.53491592 0.2270204, 40.50769424 0.1940874, 40.49510574 0.19701768, 40.47528076 0.1862793, 40.42572021 0.18988037, 40.40228271 0.18371582, 40.35784531 0.20128018, 40.33937836 0.19873047, 40.34321976 0.20269696, 40.2381897 0.25361809, 40.17658234 0.31592113, 40.05898666 0.39312693, 39.98388672 0.4083252, 39.90464401 0.46302471, 39.87432861 0.4597168, 39.84960938 0.47850671, 39.80090332 0.48449707, 39.73291016 0.52532959, 39.66387939 0.61529541, 39.64550781 0.65710449, 39.6138916 0.68450928, 39.56408691 0.75567627, 39.49310303 0.96051025, 39.46392822 0.99047852, 39.44451904 1.04449463, 39.47332764 1.0324707, 39.48669434 1.01531982, 39.49908447 1.0189209, 39.83349609 1.28527832, 39.91229248 1.47467041, 39.92608643 1.5244751, 39.99127197 1.59411621, 40.04165268 1.69192338, 40.0797081 1.68802047, 40.11767578 1.72052002, 40.12329102 1.74267578, 40.48352051 1.71588135, 40.58032227 1.74047852, 40.94012451 1.69189453, 40.99141693 1.69677889, 40.99222565 0.61324561))",1.7530917958286971,16,admin,7089.0,EV_Service_Center 45,Yes
45,45,KEN,Nyeri,KEN.36_1,172659,-0.3854,37.1479,"POLYGON ((37.14497757 -0.55698717, 37.13380051 -0.53418154, 37.09465027 -0.53472883, 37.0575676 -0.4844209, 37.04675674 -0.48400262, 37.05433655 -0.46679544, 37.04669571 -0.46536359, 37.05141068 -0.46016607, 37.0401268 -0.43892545, 37.04774094 -0.43635741, 37.04639816 -0.42357159, 37.03061295 -0.40154895, 37.02754974 -0.38080221, 37.04237747 -0.36861414, 37.05231094 -0.37207684, 37.08472443 -0.3293801, 37.13186264 -0.30654639, 37.16879272 -0.30403608, 37.20155334 -0.28034884, 37.30781174 -0.14557032, 37.19955063 -0.43455914, 37.17556381 -0.43725607, 37.17684555 -0.47746661, 37.16160202 -0.48810145, 37.17086029 -0.50398928, 37.16320038 -0.51805276, 37.15538406 -0.51417434, 37.14530945 -0.5220142, 37.14497757 -0.55698717))",0.0372768816363719,376,admin,3453.0,EV_Service_Center 46,Yes
46,46,KEN,Laikipia,KEN.20_1,309517,0.33,36.4843,"POLYGON ((36.41841507 0.04513808, 36.35292816 0.0218407, 36.34744263 0.03809245, 36.32793045 0.03100164, 36.32907486 0.02586283, 36.30454636 0.02223545, 36.30107117 0.00943514, 36.29339218 0.01780358, 36.27363586 0.00683021, 36.26733017 -0.01405173, 36.25684738 -0.01515323, 36.26898956 0.02593588, 36.25637436 0.06229102, 36.28902054 0.1174915, 36.27729797 0.15389611, 36.25382614 0.18811843, 36.28858566 0.21180175, 36.29643631 0.2422653, 36.29175568 0.25851887, 36.27898026 0.26081076, 36.27955246 0.2783823, 36.26503754 0.2820493, 36.24001694 0.31940779, 36.22567368 0.32488924, 36.23098373 0.33999693, 36.24773407 0.34704462, 36.24452591 0.33308381, 36.26135254 0.34710193, 36.25984192 0.38018215, 36.22743225 0.40258569, 36.22954941 0.42576468, 36.2941246 0.57039309, 36.2779274 0.63699394, 36.28910065 0.65068698, 36.34743118 0.66596651, 36.40510559 0.72330457, 36.58843613 0.63881838, 36.57325745 0.57621109, 36.5329361 0.48232478, 36.47301483 0.5332489, 36.42168808 0.54818755, 36.37916565 0.5008148, 36.44114685 0.42772055, 36.45402145 0.43373716, 36.47071838 0.37806681, 36.48067474 0.38560155, 36.51329803 0.32877675, 36.52949524 0.33626723, 36.55741119 0.294177, 36.54462051 0.27818698, 36.54790115 0.2727446, 36.57817078 0.31982911, 36.61857224 0.33762747, 36.64569855 0.36694244, 36.67051697 0.42299536, 36.68340683 0.43150723, 36.70397186 0.43092623, 36.70830917 0.44137016, 36.74637985 0.4458693, 36.74222183 0.46070424, 36.75159836 0.46299604, 36.75279617 0.47710153, 36.77425003 0.48483005, 36.81180954 0.4803566, 36.82150269 0.49244556, 36.83608627 0.45096037, 36.82310867 0.42676774, 36.84774017 0.39245817, 36.83046341 0.39071798, 36.82787704 0.36286536, 36.77884293 0.36632985, 36.7801857 0.38397565, 36.73539352 0.37127268, 36.77523041 0.32389116, 36.76912308 0.31122768, 36.78284073 0.28258848, 36.76128387 0.26815468, 36.79253387 0.23411888, 36.77821732 0.2164728, 36.73923492 0.19234157, 36.7192955 0.14422175, 36.70851898 0.12614974, 36.68628311 0.11110918, 36.66054916 0.05462787, 36.65105438 0.04390131, 36.63264847 0.04032018, 36.63713837 0.02093093, 36.60337067 0.00946371, 36.57723236 0.07433375, 36.52349091 0.05444665, 36.51150513 0.09308878, 36.46523285 0.14424402, 36.44591522 0.0992089, 36.42304993 0.08922708, 36.4011116 0.06199414, 36.42657089 0.05069168, 36.41841507 0.04513808))",0.2304626243471138,109,admin,6195.0,EV_Service_Center 47,Yes
47,47,KEN,Kisumu,KEN.17_1,181460,-0.2065,34.8664,"POLYGON ((34.91046906 -0.16461311, 34.92007828 -0.16437182, 34.92907333 -0.14662202, 34.94696808 -0.1364623, 34.95690536 -0.13959309, 34.96348572 -0.15427166, 34.96444321 -0.14106146, 34.97865295 -0.13017321, 35.00898361 -0.14582424, 35.01458359 -0.15644959, 35.04415894 -0.14269659, 35.08740234 -0.15533929, 35.1207428 -0.13730806, 35.12953568 -0.14545675, 35.10329437 -0.19565223, 35.06343842 -0.21149954, 35.05184555 -0.27723661, 35.01574707 -0.27554327, 34.99544525 -0.25256675, 34.98071289 -0.2487884, 34.97422791 -0.23255013, 34.96594238 -0.23475075, 34.94176483 -0.21894896, 34.88363266 -0.2625095, 34.86746979 -0.28787568, 34.85190201 -0.29241699, 34.82859039 -0.28776789, 34.78381348 -0.25779414, 34.76016998 -0.25157738, 34.53036499 -0.2666465, 34.6676445 -0.18534584, 34.78303909 -0.18563324, 34.80260086 -0.15913077, 34.79506302 -0.14356011, 34.8106842 -0.13606001, 34.83213806 -0.1387938, 34.87368774 -0.11295068, 34.90415192 -0.12057005, 34.89491272 -0.16013494, 34.90419769 -0.15435176, 34.91046906 -0.16461311))",0.049253666963764,299,admin,3628.0,EV_Service_Center 48,No
48,48,KEN,Kiambu,KEN.13_1,125085,-0.9065,36.8336,"POLYGON ((36.97518158 -0.98317915, 36.98183441 -0.98857701, 36.96560669 -1.01362145, 36.95780563 -1.00727749, 36.94844437 -1.02118266, 36.93531036 -1.01917684, 36.88921356 -0.97151238, 36.86460495 -0.96004921, 36.86788559 -0.9522804, 36.84484482 -0.94692695, 36.81500626 -0.91813707, 36.7688179 -0.9045487, 36.71342468 -0.85318202, 36.65652084 -0.84044367, 36.65710449 -0.80441946, 36.69834137 -0.8168753399999999, 36.71983337 -0.83431113, 36.72523117 -0.83042318, 36.72027969 -0.81865054, 36.77109528 -0.8266556900000001, 36.83169556 -0.8682211, 36.8864975 -0.8900003399999999, 36.89310074 -0.90546227, 36.90812683 -0.90823656, 36.91609573 -0.92491782, 36.95518494 -0.94985127, 36.96538162 -0.96787548, 36.98154449 -0.9729898, 36.97518158 -0.98317915))",0.0195063091558486,520,admin,2499.0,EV_Service_Center 49,No
49,49,KEN,Migori,KEN.27_1,196246,-1.172,34.512,"POLYGON ((34.48658752 -1.25084388, 34.37334061 -1.19092703, 34.39226913 -1.13617575, 34.4249115 -1.12150025, 34.46317291 -1.11828756, 34.47986984 -1.12490785, 34.51232529 -1.09821892, 34.6020546 -1.0947988, 34.60795593 -1.14261043, 34.63950729 -1.1632849, 34.62945938 -1.20015776, 34.60819626 -1.22493768, 34.61140823 -1.23975039, 34.60273361 -1.24430382, 34.60865021 -1.24780762, 34.60179901 -1.25187039, 34.59540176 -1.23399937, 34.54189301 -1.21254015, 34.52887726 -1.22955585, 34.5234642 -1.25446129, 34.51420212 -1.26060724, 34.48658752 -1.25084388))",0.0283784957904806,561,admin,3933.0,EV_Service_Center 50,No
50,50,KEN,Nyandarua,KEN.35_1,114837,-0.3759,36.5068,"POLYGON ((36.40464783 -0.53589553, 36.40274811 -0.49987695, 36.38675308 -0.45491573, 36.42891693 -0.40227649, 36.41708374 -0.35533449, 36.40808868 -0.2541793, 36.43502808 -0.26011842, 36.44182205 -0.24002786, 36.50159073 -0.21728842, 36.52727509 -0.21929073, 36.54640961 -0.25724757, 36.60293198 -0.2784228, 36.62088394 -0.29327911, 36.60925293 -0.32603005, 36.61672592 -0.34974921, 36.60410309 -0.36634618, 36.63150787 -0.38132167, 36.62311554 -0.3949618, 36.65036392 -0.42802861, 36.65081787 -0.44319874, 36.61501312 -0.45532924, 36.60395813 -0.47324419, 36.59005356 -0.45104253, 36.53665924 -0.46642175, 36.53314209 -0.47319174, 36.54748535 -0.48320225, 36.53630829 -0.49255118, 36.52742386 -0.48466611, 36.50131607 -0.52995372, 36.46788025 -0.51371121, 36.40464783 -0.53589553))",0.052844431030035,176,admin,2305.0,EV_Service_Center 51,Yes
51,51,KEN,Turkana,KEN.43_1,187433,3.1706,35.9113,"POLYGON ((35.86117172 2.71395659, 35.87334442 2.81449246, 35.86567688 2.80616355, 35.83958054 2.801934, 35.82933426 2.80945897, 35.79319 2.88812804, 35.79593277 2.92012, 35.78264618 2.91741276, 35.76548004 2.92955685, 35.74029541 2.98822546, 35.72840881 3.05452204, 35.706604 3.04296112, 35.66666031 3.03978324, 35.65171432 3.0024569, 35.62465286 3.02978206, 35.61636353 3.06227803, 35.58409882 3.08688641, 35.54933167 3.13929939, 35.58095169 3.18449879, 35.5982933 3.18588948, 35.60673523 3.20395947, 35.59192657 3.21089554, 35.60342407 3.23922229, 35.56093216 3.27121496, 35.55496597 3.33155465, 35.47982025 3.41118526, 35.47356415 3.43218851, 35.4757309 3.49694109, 35.45277405 3.50708461, 35.44930649 3.52123213, 35.42585373 3.54255962, 35.42473984 3.55609298, 35.43810654 3.57341361, 35.46645355 3.57291222, 35.48488617 3.59396434, 35.50014877 3.59919953, 35.54425812 3.59730577, 35.56876755 3.60594273, 35.59541321 3.60214067, 35.60470581 3.58644342, 35.61656952 3.58933067, 35.62748718 3.5820334, 35.63105774 3.62787604, 35.6521225 3.63651562, 35.71920776 3.62967229, 35.74965286 3.63514948, 35.76862717 3.64980698, 35.79078293 3.69624496, 35.82956314 3.71498513, 36.05037308 3.74132824, 36.05212402 3.23852539, 36.13787842 3.2086792, 36.14611816 3.22332764, 36.15209961 3.21209717, 36.13848877 3.15148926, 36.1494751 3.13470459, 36.15270996 3.08648682, 36.14093018 3.07250977, 36.14068604 3.03649902, 36.12392044 2.98491073, 36.13001633 2.97917652, 36.13744354 2.98429179, 36.13409424 2.96850586, 36.19268799 2.96911621, 36.24768066 2.95068359, 36.25482559 2.97044373, 36.26908493 2.91480064, 36.28274918 2.89640427, 36.36158752 2.86480165, 36.38552856 2.83398557, 36.37772369 2.83320785, 36.36188507 2.80693865, 36.35841751 2.78599477, 36.34130859 2.76066446, 36.34371948 2.73218036, 36.3307991 2.71404624, 36.34225082 2.69248867, 36.33335876 2.58820415, 36.2610054 2.55088258, 36.23742676 2.53013325, 36.20067596 2.5380435, 36.15798569 2.53235126, 36.08589935 2.57439113, 36.06095505 2.57271695, 36.07130432 2.6470139, 36.06924438 2.66541028, 36.05157471 2.68150711, 36.05762482 2.71043301, 36.02301407 2.74262667, 36.02083206 2.78014565, 35.96774673 2.83182216, 35.95861816 2.83120203, 35.94876862 2.79918742, 35.90760422 2.74400949, 35.86117172 2.71395659))",0.5383641491400849,28,admin,3744.0,EV_Service_Center 52,Yes
52,52,KEN,Machakos,KEN.22_1,124807,-1.4146,37.2966,"POLYGON ((37.33824158 -1.5314039, 37.33042526 -1.52687275, 37.33832169 -1.5136925, 37.31428909 -1.4978081, 37.30416489 -1.5046047, 37.29227066 -1.49434185, 37.27526474 -1.42290533, 37.25592422 -1.39799249, 37.26308441 -1.38585269, 37.24324417 -1.38703549, 37.23222733 -1.40074217, 37.22038651 -1.401178, 37.21802139 -1.29992044, 37.22879028 -1.29286039, 37.25382996 -1.2986474, 37.31937027 -1.38612676, 37.33237076 -1.39173782, 37.34476089 -1.42170095, 37.3659935 -1.43607175, 37.36697006 -1.49530792, 37.387146 -1.51866817, 37.36051559 -1.53280389, 37.35017776 -1.54834247, 37.35663605 -1.52259612, 37.33824158 -1.5314039))",0.0166132378236504,610,admin,2495.0,EV_Service_Center 53,No
53,53,KEN,Nakuru,KEN.31_1,207421,-0.3492,36.0563,"POLYGON ((36.09029388 -0.45338488, 36.08981705 -0.48586786, 36.07774734 -0.48658097, 36.06614304 -0.39410803, 36.05809402 -0.3991915, 36.04212952 -0.37283358, 36.02033234 -0.36051103, 35.99819946 -0.29265442, 36.00965881 -0.28951284, 36.01136017 -0.27036825, 36.02518082 -0.27427426, 36.02289963 -0.26854157, 36.0421524 -0.26706603, 36.04338074 -0.25219262, 36.05345535 -0.245113, 36.04839325 -0.26987115, 36.06135559 -0.2769604, 36.05450058 -0.28289014, 36.06306076 -0.28417817, 36.07294846 -0.31712401, 36.09383774 -0.30427867, 36.09138107 -0.40102565, 36.09876251 -0.41614452, 36.09029388 -0.45338488))",0.0101621157004213,1658,admin,4146.0,EV_Service_Center 54,Yes
54,54,KEN,Mandera,KEN.24_1,443602,3.6531,40.7497,"POLYGON ((40.93242645 3.12952328, 40.93731689 3.11987305, 40.92449951 3.11889648, 40.91308594 3.09692383, 40.88568115 3.09130859, 40.86352539 3.19708252, 40.8651123 3.24829102, 40.83850098 3.25732422, 40.81768799 3.25189209, 40.79852295 3.26409912, 40.746521 3.24432373, 40.71929932 3.24951172, 40.7086792 3.22070313, 40.69488525 3.25048828, 40.65551758 3.28631592, 40.61328125 3.30731201, 40.57427979 3.31030273, 40.55871582 3.33691406, 40.52392578 3.33148193, 40.48986053 3.34627485, 40.44124603 3.33314896, 40.41757584 3.34367418, 40.36154556 3.39386845, 40.33664322 3.43355703, 40.32380295 3.53083301, 40.28740311 3.61599016, 40.30608749 3.72540903, 40.32507324 3.753479, 40.33587646 3.75567627, 40.35510254 3.72351074, 40.3927002 3.80432129, 40.421875 3.84509277, 40.42242432 3.86697054, 40.43755722 3.88256812, 40.45840836 3.88335443, 40.50531006 3.86132812, 40.58508301 3.85870361, 40.60687256 3.8729248, 40.64868164 3.86132812, 40.67651367 3.8638916, 40.67272949 3.87390137, 40.68347168 3.91607666, 40.73449707 3.94952393, 40.73571777 4.00811768, 40.76208496 4.01867676, 40.79634857 4.01534319, 40.81951523 4.04078293, 40.88787842 4.07769775, 40.9095993 4.09787035, 40.95831299 4.09308195, 40.97027969 4.1057353, 41.04178238 4.04999733, 41.05700302 4.0264473, 41.1127243 3.98685694, 41.1721344 3.96167684, 41.19168472 3.95987678, 41.21514511 3.97492671, 41.27933121 3.96457958, 41.26478195 3.94939852, 41.2619133 3.93792844, 41.26846313 3.93587208, 41.25170898 3.93127441, 41.24609375 3.92169189, 41.24609375 3.87890625, 41.23327637 3.87548828, 41.18109131 3.78289795, 41.14868164 3.75512695, 41.12011719 3.71612549, 41.11572266 3.73529053, 41.08129883 3.7321167, 41.0557251 3.72027588, 40.9887085 3.63989258, 40.99871826 3.60632324, 40.98968506 3.59112549, 40.99591064 3.56408691, 40.95410156 3.47351074, 40.9666748 3.43188477, 40.91412354 3.39227295, 40.89208984 3.33032227, 40.94268799 3.32891846, 40.94030762 3.30609131, 40.95367432 3.27587891, 40.98669434 3.24432373, 40.98071289 3.21850586, 40.94232178 3.19989014, 40.92169189 3.17150879, 40.93242645 3.12952328))",0.4911807094574342,73,admin,8862.0,EV_Service_Center 55,Yes
55,55,KEN,Bomet,KEN.2_1,214205,-0.538,35.3714,"POLYGON ((35.26272964 -0.67183858, 35.26107788 -0.65394717, 35.246521 -0.63808441, 35.22451782 -0.6336334300000001, 35.24030685 -0.62567061, 35.22481537 -0.59311205, 35.19545746 -0.5702225, 35.2063179 -0.5432356, 35.1989212 -0.52103877, 35.18975067 -0.51573277, 35.19299316 -0.50311625, 35.1779747 -0.49518755, 35.18134689 -0.47817808, 35.22057343 -0.46991137, 35.20861816 -0.46164012, 35.2326622 -0.41689238, 35.31479263 -0.41537654, 35.28343201 -0.48577625, 35.29291916 -0.4825747, 35.31207275 -0.50625437, 35.37610245 -0.476114, 35.39456177 -0.45534736, 35.42767334 -0.45061725, 35.44125748 -0.4247455, 35.47383881 -0.39513552, 35.5872345 -0.58325046, 35.39690018 -0.63858372, 35.3839798 -0.65284634, 35.37358093 -0.64357036, 35.33548355 -0.64308619, 35.32345581 -0.65001768, 35.29379272 -0.64520133, 35.26272964 -0.67183858))",0.0637063899490213,273,admin,4278.0,EV_Service_Center 56,No
