,Unnamed: 0,iso3,admin_name,GID_1,population,latitude,longitude,geometry,area,pop_density,capital,demand,ev_center_id,build?
20,20,KEN,Embu,KEN.6_1,111009,-0.5397,37.7667,"POLYGON ((37.8930397 -0.65621555, 37.85842514 -0.6469695600000001, 37.8535347 -0.65421742, 37.83267593 -0.65665567, 37.79997253 -0.62144792, 37.78870773 -0.64262885, 37.76909256 -0.63700205, 37.75786591 -0.65439218, 37.73255539 -0.66474175, 37.67548752 -0.65232712, 37.6562233 -0.63047796, 37.6024704 -0.60998029, 37.58171082 -0.609999, 37.56893539 -0.62397003, 37.56179047 -0.60856271, 37.57374573 -0.5944798, 37.55632019 -0.58127189, 37.56736374 -0.56898403, 37.56620789 -0.54914117, 37.54750443 -0.5387646, 37.56824875 -0.51978242, 37.62223053 -0.51728767, 37.64519501 -0.52921635, 37.66372299 -0.51395875, 37.68289566 -0.5161961900000001, 37.69001007 -0.49618495, 37.70568848 -0.48742676, 37.71401978 -0.49236324, 37.70396423 -0.4794088, 37.67978287 -0.4710694, 37.69326401 -0.43841341, 37.72009277 -0.45037842, 37.78491211 -0.44720459, 37.86590576 -0.38250732, 37.87347412 -0.35076904, 37.8862915 -0.34301758, 37.89648438 -0.37017822, 37.89007568 -0.39337158, 37.9085083 -0.41308594, 37.92248535 -0.41577148, 37.92449951 -0.42687988, 37.93591309 -0.42810059, 37.88250732 -0.5349121100000001, 37.88348389 -0.58270264, 37.92280197 -0.62471336, 37.89345169 -0.64522684, 37.8930397 -0.65621555))",0.062355348702027,144,admin,2229.0,EV_Service_Center 21,Yes
21,21,KEN,Baringo,KEN.1_1,114830,0.4726,36.0634,"POLYGON ((36.25756836 0.38327554, 36.26135254 0.34710193, 36.24452591 0.33308381, 36.24773407 0.34704462, 36.23098373 0.33999693, 36.22567368 0.32488924, 36.24001694 0.31940779, 36.26503754 0.2820493, 36.27955246 0.2783823, 36.27898026 0.26081076, 36.29175568 0.25851887, 36.2965889 0.24052724, 36.28858566 0.21180175, 36.25862122 0.18825217, 36.20261383 0.24000746, 36.2166214 0.25637975, 36.18621445 0.32097393, 36.1526947 0.3090407, 36.14225769 0.32643637, 36.11975861 0.33493564, 36.08564758 0.309266, 35.98395157 0.30494976, 35.99148941 0.3345463, 35.92364502 0.33944306, 35.9147644 0.3132005, 35.91853714 0.29845288, 35.89324188 0.27546006, 35.87158203 0.27937686, 35.83427429 0.26187631, 35.77745438 0.27114266, 35.77828979 0.30312261, 35.81584549 0.30016914, 35.81318665 0.31641996, 35.80537415 0.31641996, 35.80699921 0.33235902, 35.79745102 0.33222166, 35.79961395 0.34833243, 35.81359482 0.35065255, 35.83789444 0.37791339, 35.84260178 0.3654227, 35.8777504 0.37192583, 35.85393143 0.42090866, 35.85839462 0.46978649, 35.85150909 0.483381, 35.85149765 0.52874714, 35.83935547 0.53752023, 35.81312943 0.53945124, 35.80873108 0.55809343, 35.81631851 0.57676768, 35.83872604 0.60510701, 35.87268066 0.59875703, 35.89044952 0.5814209, 35.9221344 0.57258564, 35.94062424 0.59754401, 35.97103119 0.61567533, 36.00634766 0.6177125, 36.02536774 0.71217084, 36.03934097 0.7279701200000001, 36.04718018 0.72190076, 36.05397797 0.73821384, 36.06697464 0.73542076, 36.06784439 0.72410691, 36.07759857 0.7315347800000001, 36.07015228 0.70884627, 36.08382797 0.69157016, 36.13433075 0.70184344, 36.18296432 0.66259903, 36.23822021 0.64695388, 36.26483536 0.65476632, 36.2779274 0.63699394, 36.2941246 0.57039309, 36.22954941 0.42576468, 36.22743225 0.40258569, 36.25756836 0.38327554))",0.1531134967719848,60,admin,2297.0,EV_Service_Center 22,No
22,22,KEN,Migori,KEN.27_1,132401,-0.7722,34.5949,"POLYGON ((34.57465744 -0.8649224599999999, 34.57220078 -0.84139889, 34.58653259 -0.8292783500000001, 34.56254196 -0.79454762, 34.57437515 -0.77875942, 34.57037354 -0.75114661, 34.5572052 -0.75223541, 34.54217148 -0.74120229, 34.53071594 -0.72122228, 34.53334808 -0.70231545, 34.55816269 -0.66089517, 34.58919144 -0.64516091, 34.60834885 -0.6452972300000001, 34.63663101 -0.65695667, 34.64187241 -0.69930053, 34.6280632 -0.72619343, 34.62522125 -0.82382441, 34.62083435 -0.83656049, 34.60995102 -0.83745176, 34.62313461 -0.94062716, 34.63159561 -0.95907223, 34.64197922 -0.96274012, 34.6222229 -0.98197544, 34.60403442 -0.96148747, 34.61019516 -0.95857763, 34.59420776 -0.92873639, 34.58423615 -0.92931235, 34.58263397 -0.87475234, 34.58034897 -0.86368293, 34.57465744 -0.8649224599999999))",0.0182076322992662,590,admin,2654.0,EV_Service_Center 23,Yes
23,23,KEN,Migori,KEN.27_1,115482,-1.0885,34.3576,"POLYGON ((34.27705383 -1.13281441, 34.24739456 -1.11604762, 34.25682449 -1.09125853, 34.27780151 -1.07590389, 34.27293396 -1.04828143, 34.28120422 -1.03910339, 34.27047348 -1.02704287, 34.28612137 -1.01530254, 34.29837418 -1.01857507, 34.33041 -0.99277085, 34.3586235 -1.00598896, 34.38367081 -1.00543559, 34.37398911 -1.04518902, 34.38526535 -1.046175, 34.41259003 -1.07205474, 34.43564224 -1.07800686, 34.44218063 -1.07242966, 34.44148636 -1.04254198, 34.45720673 -1.05144846, 34.46041489 -1.04571056, 34.47629166 -1.07804513, 34.47169495 -1.0906167, 34.4785881 -1.08795321, 34.50818253 -1.1054219, 34.47986984 -1.12490785, 34.46317291 -1.11828756, 34.42330551 -1.12184107, 34.42167282 -1.12812257, 34.40944672 -1.12429333, 34.39205551 -1.13653684, 34.37543106 -1.18775237, 34.27705383 -1.13281441))",0.0239328262828145,392,admin,2301.0,EV_Service_Center 24,No
24,24,KEN,Nakuru,KEN.31_1,268454,-0.4831,35.9672,"POLYGON ((36.09742355 -0.63333851, 36.02812958 -0.6728330300000001, 36.01171112 -0.65707141, 35.94579315 -0.70736754, 35.93032074 -0.69917339, 35.93007278 -0.68931496, 35.89313507 -0.64318031, 35.87825394 -0.6444333799999999, 35.87619019 -0.63171923, 35.91613388 -0.62950343, 35.95080185 -0.65979898, 35.98257065 -0.62482572, 35.94704056 -0.55074155, 35.90452576 -0.539886, 35.89019012 -0.51953369, 35.83208466 -0.48846459, 35.84236145 -0.44128066, 35.83575821 -0.42930901, 35.87317657 -0.37212887, 35.85232925 -0.3645086, 35.8730011 -0.35423908, 35.88665771 -0.31656459, 35.86891174 -0.31242904, 35.86978531 -0.27475408, 35.89790344 -0.27811438, 35.95016479 -0.31352007, 35.95329666 -0.33044523, 35.99365997 -0.33600494, 36.00016785 -0.34925801, 36.04212952 -0.37283358, 36.05809402 -0.3991915, 36.06614304 -0.39410803, 36.07947922 -0.51986915, 36.06684113 -0.5267478799999999, 36.07416916 -0.54984599, 36.05430222 -0.5554219500000001, 36.06312561 -0.58447582, 36.09742355 -0.63333851))",0.0620177131086267,351,admin,5361.0,EV_Service_Center 25,No
25,25,KEN,Kilifi,KEN.14_1,174002,-3.4523,39.5111,"POLYGON ((39.76092529 -3.59020996, 39.75408936 -3.6030221, 39.76489258 -3.60290527, 39.77667236 -3.66442871, 39.76391602 -3.67791748, 39.67889404 -3.6763916, 39.64172363 -3.68548584, 39.63128662 -3.65509033, 39.6217041 -3.65588379, 39.62091064 -3.64086914, 39.60211182 -3.65588379, 39.59549332 -3.64570951, 39.578125 -3.66418457, 39.56890869 -3.65112305, 39.54931641 -3.65429687, 39.55278397 -3.63947177, 39.53112793 -3.62982178, 39.52392578 -3.67651367, 39.44848633 -3.66577148, 39.43890381 -3.68530273, 39.41387939 -3.66497803, 39.34508896 -3.63646746, 39.34729004 -3.59857178, 39.32507324 -3.58428955, 39.31829834 -3.56451416, 39.08728027 -3.56958008, 39.14648438 -3.34179687, 39.43389893 -3.34960937, 39.44769287 -3.2565918, 39.50592041 -3.25708008, 39.68988037 -3.18572998, 39.71529007 -3.18720245, 39.75927734 -3.2064209, 39.74188232 -3.25128174, 39.769104 -3.24627686, 39.81530762 -3.20770264, 39.82470703 -3.23168945, 39.8046875 -3.2802124, 39.80987549 -3.31347656, 39.80010986 -3.34527588, 39.81030273 -3.37561035, 39.80529785 -3.51489258, 39.79467773 -3.54309082, 39.7479248 -3.581604, 39.76092529 -3.59020996))",0.2383988933832058,59,admin,3477.0,EV_Service_Center 26,No
26,26,KEN,Nairobi,KEN.30_1,280862,-1.2038,36.882,"POLYGON ((36.86596298 -1.24205112, 36.84189224 -1.25833762, 36.84622192 -1.24565792, 36.82978821 -1.20389605, 36.8488884 -1.21160007, 36.86286545 -1.18823111, 36.8724823 -1.1940701, 36.89912415 -1.19086885, 36.8877182 -1.17116308, 36.89777374 -1.15843523, 36.93894958 -1.17012942, 36.91106033 -1.20642424, 36.89605713 -1.21181393, 36.86596298 -1.24205112))",0.003757694823794,6072,admin,5619.0,EV_Service_Center 27,No
27,27,KEN,Nairobi,KEN.30_1,352723,-1.3064,36.9372,"POLYGON ((36.96577072 -1.35178578, 36.93392181 -1.33638275, 36.90747833 -1.36009932, 36.88137054 -1.33376408, 36.89930344 -1.3213948, 36.88564301 -1.29241037, 36.90599442 -1.27736509, 36.91451645 -1.28844643, 36.92036057 -1.2700578, 36.93740845 -1.26364541, 36.93613815 -1.25751758, 36.96745682 -1.25836456, 36.9799614 -1.26634145, 36.99024963 -1.28083897, 36.97383881 -1.28721738, 36.98356628 -1.31245327, 36.96577072 -1.35178578))",0.0069649914960433,4114,admin,7055.0,EV_Service_Center 28,No
28,28,KEN,Trans Nzoia,KEN.42_1,131314,1.1289,34.773,"POLYGON ((34.90090942 1.11239505, 34.90657806 1.11702836, 34.9119072 1.06281233, 34.93716812 1.05482805, 34.92106247 1.03067005, 34.91945267 1.0362016, 34.91119766 1.02800155, 34.90538788 1.03928709, 34.83061218 1.01226842, 34.80904388 1.03036427, 34.78686142 1.03547883, 34.7816124 1.0190537, 34.75823593 1.02037919, 34.72690964 1.03823507, 34.72716141 1.02160215, 34.7202034 1.01984048, 34.67647934 1.02860618, 34.65084076 1.06056511, 34.66157913 1.08758891, 34.6161232 1.10911608, 34.58178711 1.15123999, 34.64878845 1.17920399, 34.66953659 1.208179, 34.79515076 1.22323704, 34.81835556 1.250705, 34.81955719 1.26216149, 34.90668488 1.28376424, 34.90507126 1.25643885, 34.87525558 1.24838293, 34.87911987 1.22427821, 34.89485931 1.22292078, 34.88845062 1.19635487, 34.8704071 1.19676888, 34.8593483 1.14091671, 34.87574768 1.13827181, 34.88321686 1.11984241, 34.90049744 1.12033355, 34.90090942 1.11239505))",0.0531532308111648,200,admin,2635.0,EV_Service_Center 29,Yes
29,29,KEN,Uasin Gishu,KEN.44_1,195284,0.7161,35.3975,"POLYGON ((35.28216553 0.51522094, 35.27571869 0.52013665, 35.29005051 0.56042022, 35.27997589 0.57300723, 35.29761124 0.5805676, 35.29376984 0.59039605, 35.31499863 0.5932976, 35.32052612 0.6286388000000001, 35.33214951 0.64350253, 35.32678986 0.67392075, 35.30318832 0.67423069, 35.30915451 0.6955716, 35.29422379 0.7843551, 35.31412888 0.81357121, 35.32348633 0.80884141, 35.35502625 0.8150897, 35.34405136 0.83557707, 35.35507584 0.83712047, 35.35895538 0.85639787, 35.33581161 0.85780704, 35.33456421 0.87132424, 35.3486557 0.88185418, 35.3523407 0.90159208, 35.37664795 0.92120737, 35.37778854 0.94217652, 35.38542938 0.95023715, 35.42059708 0.94352812, 35.4151001 0.91345358, 35.4688797 0.90599608, 35.45615387 0.88229853, 35.48851776 0.88202357, 35.49315643 0.8591696599999999, 35.48117828 0.82737303, 35.49930954 0.82543868, 35.50741196 0.77096969, 35.49835968 0.75386167, 35.4908905 0.75536984, 35.49758911 0.75250936, 35.49335861 0.73246229, 35.50495529 0.7077648, 35.40923691 0.70836908, 35.48125076 0.5948866, 35.46349716 0.51119596, 35.39279938 0.50800061, 35.35375214 0.52737713, 35.34858322 0.54276335, 35.32374954 0.56295055, 35.31321335 0.52508265, 35.29117203 0.53338379, 35.28216553 0.51522094))",0.0631521705351324,251,admin,3903.0,EV_Service_Center 30,No
30,30,KEN,Lamu,KEN.21_1,5856,-1.8482,41.109,"MULTIPOLYGON (((41.03930664 -2.14624906, 41.03847122 -2.1279161, 41.0256958 -2.14930606, 41.00763702 -2.15430593, 41.00374985 -2.14902806, 40.99930573 -2.14736199, 41.0023613 -2.16569495, 40.9920845 -2.15819407, 40.99902725 -2.18152809, 41.00680542 -2.1812501, 41.01569366 -2.200418, 41.01124954 -2.20902801, 40.98986053 -2.20069289, 40.97986221 -2.1723609, 40.97874832 -2.18597198, 40.97624969 -2.18041611, 40.96819305 -2.18569398, 40.97486115 -2.17763996, 40.96041489 -2.1504159, 40.96430588 -2.13986111, 40.97236252 -2.14236093, 40.97013855 -2.11430502, 40.9995842 -2.09236097, 41.04041672 -2.08125091, 41.06010437 -2.09158969, 41.04741669 -2.12663746, 41.05231476 -2.13986111, 41.04541779 -2.14208293, 41.0620842 -2.15847206, 41.05958176 -2.16486096, 41.04236221 -2.16152906, 41.03930664 -2.14624906)), ((41.27736282 -1.99791598, 41.30708313 -1.968472, 41.2579155 -2.03347301, 41.23680496 -2.04708409, 41.25902939 -2.02458191, 41.26930618 -2.00430489, 41.25013733 -1.99541605, 41.2495842 -1.97125006, 41.26652908 -1.964028, 41.27319336 -1.97625101, 41.26819611 -1.98736203, 41.25958252 -1.98013902, 41.25680542 -1.98764002, 41.26569366 -1.98819399, 41.25624847 -1.99347198, 41.27736282 -1.99791598)), ((40.92013931 -2.00430489, 40.91319275 -1.99402797, 40.87874985 -1.99208403, 40.86291504 -1.97347295, 40.8101387 -1.96291602, 40.79571533 -1.94500732, 40.75231934 -1.93499756, 40.74309921 -1.92340159, 40.74310303 -1.90679932, 40.75592041 -1.89331055, 40.74908447 -1.87597656, 40.75048828 -1.84008789, 40.75891113 -1.83190918, 40.73571777 -1.7946167, 40.89251709 -1.7164917, 41.56236267 -1.65802264, 41.51819611 -1.70208204, 41.49569321 -1.74513996, 41.45902634 -1.78013802, 41.47291565 -1.77236199, 41.47097397 -1.77763796, 41.47180557 -1.77986002, 41.48625183 -1.76680505, 41.48041534 -1.79875004, 41.4659729 -1.80014002, 41.46513748 -1.79152703, 41.45319366 -1.80263996, 41.45208359 -1.79736197, 41.45708466 -1.78902698, 41.45624924 -1.78763902, 41.43680573 -1.80624998, 41.44708252 -1.812361, 41.42930603 -1.80875003, 41.43680573 -1.82069504, 41.42847061 -1.82347095, 41.41208267 -1.84097302, 41.42569351 -1.84069502, 41.42430496 -1.84902704, 41.43041611 -1.83819497, 41.43875122 -1.84152699, 41.38735962 -1.89125097, 41.41125107 -1.85486197, 41.4043045 -1.85874999, 41.35347366 -1.92236102, 41.3409729 -1.92069495, 41.3465271 -1.92874897, 41.31735992 -1.95236099, 41.31680679 -1.96236205, 41.30430603 -1.95986199, 41.28069305 -1.98708403, 41.27069473 -1.96486199, 41.26625061 -1.96208405, 41.26041794 -1.96291602, 41.26152802 -1.95458305, 41.2579155 -1.96624994, 41.23652649 -1.96930599, 41.23430634 -1.96124995, 41.23014069 -1.97208202, 41.2243042 -1.94513798, 41.23569489 -1.94013798, 41.22624969 -1.94041598, 41.22708511 -1.93458402, 41.22319412 -1.93958402, 41.2215271 -1.91652799, 41.21930695 -1.91486001, 41.21541595 -1.95291698, 41.20402908 -1.93458402, 41.20264053 -1.94152796, 41.19652939 -1.93958402, 41.19902802 -1.93263996, 41.19430542 -1.92708302, 41.19458389 -1.93930602, 41.18291855 -1.93236196, 41.1795845 -1.93263996, 41.16736221 -1.94875097, 41.17902756 -1.93541598, 41.20013809 -1.94736099, 41.19097137 -1.95013905, 41.18819427 -1.95652699, 41.20319366 -1.95402706, 41.19569397 -1.96875, 41.18902588 -1.96680605, 41.19680405 -1.97125006, 41.19319534 -1.98736203, 41.18319321 -1.97902703, 41.17180634 -1.97986102, 41.18319321 -1.98097301, 41.1823616 -1.98652804, 41.19180679 -1.99625003, 41.17208481 -2.00430489, 41.14458466 -1.99041605, 41.14347076 -1.99819398, 41.13208389 -1.99264002, 41.12569427 -1.99791598, 41.12513733 -1.98013902, 41.10514069 -1.99319398, 41.10374832 -2.00208306, 41.10041809 -1.99236, 41.09624863 -1.99041605, 41.09958267 -2.0056951, 41.09624863 -2.00125098, 41.08347321 -2.01375008, 41.07597351 -1.99735999, 41.07819366 -2.01819396, 41.04486084 -2.03291702, 41.03430557 -2.05375099, 41.01235962 -2.05597305, 40.98986053 -2.04152799, 40.97902679 -2.01986003, 40.99152756 -1.97986102, 40.98569489 -1.94819498, 41.01736069 -1.90902805, 41.0031929 -1.90819395, 40.99041748 -1.93013895, 40.9734726 -1.93902802, 40.97513962 -1.98930597, 40.95986176 -2.01708388, 40.98069382 -2.05208206, 40.97902679 -2.0687499, 40.95041656 -2.08458304, 40.93402863 -2.0787499, 40.93902588 -2.05930495, 40.91902924 -2.0343051, 40.92013931 -2.00430489)))",0.2019113297915635,2,admin,115.0,EV_Service_Center 31,Yes
31,31,KEN,Nakuru,KEN.31_1,192335,-0.2869,35.6,"POLYGON ((35.48862839 -0.41939816, 35.41390228 -0.29693642, 35.47070313 -0.27226141, 35.52550125 -0.26464713, 35.52906799 -0.25446305, 35.57228088 -0.27721068, 35.56928253 -0.2982927, 35.58101273 -0.30309922, 35.59436035 -0.27142859, 35.60464859 -0.28829202, 35.63114929 -0.2824693, 35.63145828 -0.27092892, 35.65016174 -0.26050687, 35.65607452 -0.20115396, 35.6750412 -0.18304627, 35.66606903 -0.17923914, 35.67037582 -0.15768121, 35.65410233 -0.15875198, 35.64087296 -0.14421347, 35.61050797 -0.15285091, 35.59706497 -0.12358354, 35.62314606 -0.09724291, 35.61524582 -0.0783262, 35.63968277 -0.05500748, 35.66708374 -0.04372695, 35.65225983 -0.07236115999999999, 35.68894577 -0.06844792, 35.69338608 -0.10298961, 35.72984695 -0.15126517, 35.72284698 -0.16729428, 35.72439194 -0.19925101, 35.70072556 -0.20557107, 35.6917038 -0.21955141, 35.70198822 -0.238703, 35.71828079 -0.24264279, 35.72455978 -0.23441437, 35.74078751 -0.25244594, 35.71429825 -0.25715911, 35.6892128 -0.28593493, 35.68287277 -0.3094615, 35.68476105 -0.32242504, 35.727211 -0.38373306, 35.6997261 -0.40641522, 35.67266464 -0.40297851, 35.63879395 -0.41944984, 35.63293076 -0.40639636, 35.61271286 -0.39515182, 35.59396744 -0.39607361, 35.57587814 -0.40743941, 35.56566238 -0.38359705, 35.53406906 -0.41675454, 35.53964233 -0.4230625, 35.50995636 -0.45047462, 35.48862839 -0.41939816))",0.0496200505185777,314,admin,3845.0,EV_Service_Center 32,No
32,32,KEN,Turkana,KEN.43_1,196680,3.0306,35.1411,"POLYGON ((35.30236053 2.40181637, 35.2917366 2.42850661, 35.2288475 2.44984198, 35.21533585 2.49648499, 35.21287537 2.54250479, 35.1868515 2.57156038, 35.1574707 2.62840986, 35.11258698 2.65260243, 35.09614563 2.64950514, 35.06536102 2.62482405, 35.05553436 2.5676899, 35.01968384 2.51299715, 35.02556992 2.43654966, 34.95362473 2.45786953, 34.95437622 2.47263598, 34.94850922 2.47242689, 34.93302536 2.51617193, 34.91296387 2.51681709, 34.89383316 2.59309506, 34.88049316 2.58966088, 34.87831497 2.57263589, 34.86821365 2.57082391, 34.85215378 2.58381605, 34.77537918 2.69812894, 34.78347015 2.75542593, 34.76211929 2.82119608, 34.74908829 2.826406, 34.73631668 2.85524797, 34.70171738 2.8779459, 34.69235611 2.86313701, 34.65286636 2.86782598, 34.63926315 2.90699792, 34.59901047 2.92494607, 34.57947159 3.01907587, 34.59948349 3.04031682, 34.62398148 3.03883553, 34.64085388 3.06205082, 34.68515778 3.09143853, 34.68037415 3.12127686, 34.68578339 3.14048958, 34.67651367 3.18221092, 34.70072937 3.22171235, 34.70668411 3.25731635, 34.75154114 3.28889346, 34.74922562 3.31358194, 34.77405167 3.34617853, 34.77309036 3.36980581, 34.78393173 3.40207076, 34.80927277 3.43825436, 34.80561447 3.45366836, 34.83105087 3.50682807, 34.97917557 3.49926329, 34.98405457 3.45826626, 34.97406769 3.38115573, 35.10045242 3.34156394, 35.16854858 3.37104392, 35.14174271 3.38773966, 35.12124252 3.42738342, 35.11629868 3.50066161, 35.13381195 3.58335567, 35.18228912 3.65577054, 35.25055313 3.64124084, 35.27866364 3.62612009, 35.32122803 3.62252784, 35.34002304 3.55861998, 35.36249542 3.52629018, 35.38897705 3.53209615, 35.39670563 3.52386761, 35.44200897 3.52746058, 35.45277405 3.50708461, 35.47484207 3.49916553, 35.47616959 3.41819119, 35.55496597 3.33155465, 35.56093216 3.27121496, 35.60342407 3.23922229, 35.59192657 3.21089554, 35.60673523 3.20395947, 35.5982933 3.18588948, 35.58095169 3.18449879, 35.54933167 3.13929939, 35.58409882 3.08688641, 35.61636353 3.06227803, 35.62465286 3.02978206, 35.65171432 3.0024569, 35.61888885 2.94534969, 35.5916214 2.92541766, 35.58406448 2.8974092, 35.54716492 2.83709478, 35.53871918 2.80545568, 35.48090744 2.82742095, 35.46787262 2.82503748, 35.45900726 2.75917816, 35.47983551 2.6442275, 35.46959305 2.61654544, 35.46826172 2.576159, 35.43996811 2.56155252, 35.42686844 2.58282733, 35.37289047 2.59460759, 35.39180374 2.53617859, 35.38224411 2.51778293, 35.39019394 2.5143187, 35.38474655 2.50584888, 35.39938354 2.48763418, 35.385952 2.45728302, 35.3939476 2.43841839, 35.37252045 2.43128872, 35.30561447 2.37116313, 35.30236053 2.40181637))",0.795303941709445,20,admin,3926.0,EV_Service_Center 33,No
33,33,KEN,Meru,KEN.26_1,243279,0.3012,37.9976,"POLYGON ((37.97856522 0.22935946, 37.97942352 0.23822121, 37.9634285 0.25623327, 37.92116165 0.25255194, 37.90112305 0.2611084, 37.8928833 0.24530029, 37.88049316 0.25311279, 37.84671783 0.24135453, 37.82928467 0.30847168, 37.8046875 0.32330322, 37.74707031 0.41308594, 37.73150635 0.46429443, 37.73590088 0.48431396, 37.72631836 0.52770996, 37.8203125 0.56109619, 37.83850098 0.46209717, 37.80010986 0.43969727, 37.77270508 0.43450928, 37.8057251 0.41687012, 37.87408447 0.35528564, 37.89227676 0.35309151, 37.9375 0.32330322, 37.95007324 0.30310059, 37.9562645 0.32242924, 37.99987793 0.30627441, 38.01329041 0.31776685, 38.02709961 0.31170654, 38.04968262 0.31988525, 38.16912842 0.32348633, 38.17468262 0.33410645, 38.19567871 0.32208252, 38.19207764 0.23449707, 38.24468994 0.20672607, 38.29632568 0.159729, 38.30847168 0.11010742, 38.31811523 0.10687256, 38.328125 0.0916748, 38.32561493 0.08619954000000001, 38.31530762 0.10369873, 38.30609131 0.10308838, 38.2833252 0.12768555, 38.24212646 0.12872314, 38.23291016 0.11968994, 38.21691895 0.12091064, 38.18972015 0.15787479, 38.04772949 0.19311523, 38.00767899 0.23187692, 37.98388672 0.22009277, 37.97856522 0.22935946))",0.0660320817328966,299,admin,4869.0,EV_Service_Center 34,No
34,34,KEN,Migori,KEN.27_1,143866,-0.9359,34.4473,"POLYGON ((34.59016418 -1.01254463, 34.59837723 -1.06898844, 34.45037079 -0.98713386, 34.40649033 -0.99102527, 34.40274811 -1.00014222, 34.36582947 -0.98083276, 34.33807755 -0.9564023, 34.33672333 -0.9018448, 34.34389496 -0.89530277, 34.32442093 -0.86204231, 34.33970261 -0.85132074, 34.3821106 -0.8421691100000001, 34.39410782 -0.82375067, 34.38683319 -0.81074268, 34.4099617 -0.82003045, 34.50938797 -0.9013797, 34.5543251 -0.97358942, 34.56415176 -1.00515676, 34.57749557 -1.00123644, 34.59016418 -1.01254463))",0.0306363472210104,381,admin,2885.0,EV_Service_Center 35,No
35,35,KEN,Migori,KEN.27_1,128594,-1.0489,34.4857,"POLYGON ((34.6061821 -1.13667798, 34.6020546 -1.0947988, 34.56143188 -1.0916692, 34.5092926 -1.10363925, 34.48794174 -1.09772444, 34.4785881 -1.08795321, 34.47169495 -1.0906167, 34.47629166 -1.07804513, 34.46012115 -1.04558122, 34.45720673 -1.05144846, 34.44148636 -1.04254198, 34.44218063 -1.07242966, 34.43564224 -1.07800686, 34.41236496 -1.07193518, 34.38526535 -1.046175, 34.37398911 -1.04518902, 34.38367081 -1.00543559, 34.34849548 -1.003443, 34.33348465 -0.99416667, 34.33494949 -0.98707521, 34.35715103 -0.97344947, 34.40274811 -1.00014222, 34.40649033 -0.99102527, 34.45037079 -0.98713386, 34.59801865 -1.06901848, 34.59671402 -1.04491401, 34.61792374 -1.07002223, 34.61421585 -1.08352757, 34.63295364 -1.13222992, 34.6211319 -1.15166152, 34.6061821 -1.13667798))",0.0170443705788871,612,admin,2575.0,EV_Service_Center 36,No
36,36,KEN,Samburu,KEN.37_1,83972,1.0837,37.4771,"POLYGON ((37.49254227 0.5887872, 37.46868896 0.59429932, 37.44647217 0.58172607, 37.39831543 0.57989502, 37.39409637 0.57393879, 37.36547852 0.58831787, 37.29966736 0.72602117, 37.25672913 0.76859576, 37.24478531 0.76697117, 37.21885681 0.74436867, 37.20209885 0.75103617, 37.16557312 0.7474739, 37.15021515 0.7650015999999999, 37.13432312 0.76383811, 37.12346649 0.78153509, 37.10155106 0.79169822, 37.07061768 0.78278947, 37.06889725 0.77054238, 37.05810165 0.77697212, 36.98058701 0.74961048, 36.94812775 0.74834263, 36.93226242 0.75979471, 36.93728256 0.7732268, 36.9509964 0.76602298, 36.96779251 0.7741369, 36.98029709 0.79997319, 36.97817612 0.8224175, 36.99885178 0.83237547, 36.995224 0.90563059, 37.00489044 0.9610016300000001, 37.02177429 0.99058318, 37.01712036 1.00197589, 37.02690887 1.0144316, 37.02451324 1.02445495, 37.03482819 1.03388953, 37.04566193 1.10338759, 37.06274033 1.12614739, 37.04942703 1.12850881, 37.0356369 1.14793706, 37.01965332 1.14515913, 37.01527023 1.15564656, 36.9628334 1.1863333, 36.95253372 1.20583546, 36.95481873 1.23672831, 36.92523575 1.25408888, 36.87375259 1.33879769, 36.889534 1.38019085, 36.93479156 1.40942967, 36.96388626 1.45926511, 36.98116302 1.47328484, 36.9811058 1.48668599, 37.04245758 1.49829292, 37.06335831 1.49022174, 37.0839386 1.50385773, 37.09525299 1.49727857, 37.12984085 1.50075054, 37.18543625 1.53620458, 37.21539307 1.53083885, 37.24052048 1.53571677, 37.34966278 1.58634293, 37.38090515 1.61220765, 37.38257217 1.63567543, 37.4069252 1.65437794, 37.4755249 1.54931641, 37.55712891 1.39935493, 37.57778931 1.3837117, 37.58229446 1.3690815, 37.59892273 1.39520359, 37.61119461 1.37893975, 37.6540451 1.40484512, 37.65871811 1.39890432, 37.67692947 1.40727973, 37.68521118 1.40299463, 37.84278488 1.42938697, 37.85351562 1.45928955, 37.95150757 1.38748729, 37.94918823 1.19823301, 38.03273392 1.08952641, 38.04682922 0.80954766, 38.0799408 0.78753757, 38.05334854 0.78327841, 38.01539612 0.80130279, 38.0135231 0.80989861, 37.97221756 0.75947475, 37.94592285 0.74910861, 37.91492462 0.71782464, 37.87832642 0.74862683, 37.87432861 0.73380274, 37.84819794 0.71917498, 37.844944 0.69625485, 37.83429718 0.6843575200000001, 37.79283524 0.6759699, 37.75008011 0.68154377, 37.72588348 0.65953213, 37.70940018 0.67233962, 37.69200134 0.66901428, 37.68180466 0.64736116, 37.63925934 0.62683833, 37.64281082 0.61821872, 37.63450241 0.6029961700000001, 37.6179657 0.60511386, 37.58236313 0.59279424, 37.58063507 0.57824379, 37.55701447 0.57564425, 37.54531479 0.5829432, 37.53320694 0.57082582, 37.51536179 0.57174194, 37.49134827 0.58311075, 37.49254227 0.5887872))",0.8165833121753089,8,admin,1674.0,EV_Service_Center 37,Yes
